name	nbRequest	nbRequestOK	nbRequestKO	minResponseTime	minResponseTimeOK	minResponseTimeKO	maxResponseTime	maxResponseTimeOK	maxResponseTimeKO	meanResponseTime	meanResponseTimeOK	meanResponseTimeKO	deviation	deviationOK	deviationKO	percentile1	percentile1OK	percentile1KO	percentile2	percentile2OK	percentile2KO	group1Name	group1Count	group1Percentage	group2Name	group2Count	group2Percentage	group3Name	group3Count	group3Percentage	group4Name	group4Count	group4Percentage	meanNumberOfRequestsPerSecond	meanNumberOfRequestsPerSecondOK	meanNumberOfRequestsPerSecondKO
	8748751	8748732	19	0	0	10	22120	22120	1630	286	286	374	911	911	466	690	690	1580	3090	3090	1630	t < 800 ms	8391904	95	800 ms < t < 1200 ms	73945	0	t > 1200 ms	282883	3	failed	19	0	714	714	0
update unread	435836	435835	1	0	0	90	17880	17880	90	205	205	90	717	717	0	470	470	90	640	640	90	t < 800 ms	432819	99	800 ms < t < 1200 ms	100	0	t > 1200 ms	2916	0	failed	1	0	36	36	0toggle favorite	87552	87552	0	0	0	-1	19850	19850	-1	233	233	-1	667	667	-1	530	530	-1	670	670	-1	t < 800 ms	87012	99	800 ms < t < 1200 ms	29	0	t > 1200 ms	511	0	failed	0	0	7	7	-1init db	1	1	0	310	310	-1	310	310	-1	310	310	-1	0	0	-1	310	310	-1	310	310	-1	t < 800 ms	1	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1create user	500	500	0	0	0	-1	30	30	-1	4	4	-1	5	5	-1	10	10	-1	10	10	-1	t < 800 ms	500	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1get room	2500	2500	0	0	0	-1	8980	8980	-1	331	331	-1	510	510	-1	780	780	-1	1030	1030	-1	t < 800 ms	2384	95	800 ms < t < 1200 ms	100	4	t > 1200 ms	16	0	failed	0	0	0	0	-1update unread target	436809	436809	0	0	0	-1	18370	18370	-1	188	188	-1	714	714	-1	460	460	-1	630	630	-1	t < 800 ms	433698	99	800 ms < t < 1200 ms	91	0	t > 1200 ms	3020	0	failed	0	0	36	36	-1create spaces	500	500	0	0	0	-1	130	130	-1	4	4	-1	8	8	-1	10	10	-1	10	10	-1	t < 800 ms	500	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1get status	262297	262296	1	0	0	90	17180	17180	90	240	240	90	683	683	0	540	540	90	680	680	90	t < 800 ms	260530	99	800 ms < t < 1200 ms	126	0	t > 1200 ms	1640	0	failed	1	0	21	21	0read message	3498882	3498873	9	0	0	10	20490	20490	1630	173	173	410	919	919	480	350	350	1630	3410	3410	1630	t < 800 ms	3461187	98	800 ms < t < 1200 ms	384	0	t > 1200 ms	37302	1	failed	9	0	285	285	0clear notifications	86896	86896	0	0	0	-1	17040	17040	-1	225	225	-1	682	682	-1	510	510	-1	720	720	-1	t < 800 ms	86200	99	800 ms < t < 1200 ms	142	0	t > 1200 ms	554	0	failed	0	0	7	7	-1ensure indexes	1	1	0	30	30	-1	30	30	-1	30	30	-1	0	0	-1	30	30	-1	30	30	-1	t < 800 ms	1	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1drop db	1	1	0	690	690	-1	690	690	-1	690	690	-1	0	0	-1	690	690	-1	690	690	-1	t < 800 ms	1	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1send message	1750483	1750482	1	0	0	10	22120	22120	10	617	617	10	1021	1021	0	2120	2120	10	3530	3530	10	t < 800 ms	1461154	83	800 ms < t < 1200 ms	72564	4	t > 1200 ms	216764	12	failed	1	0	143	143	0who is online	2099096	2099092	4	0	0	70	20680	20680	1580	250	250	553	856	856	614	500	500	1580	700	700	1580	t < 800 ms	2079093	99	800 ms < t < 1200 ms	371	0	t > 1200 ms	19628	0	failed	4	0	171	171	0set status	86896	86893	3	0	0	90	16040	16040	510	235	235	340	678	678	181	530	530	510	670	670	510	t < 800 ms	86326	99	800 ms < t < 1200 ms	38	0	t > 1200 ms	529	0	failed	3	0	7	7	0get token	500	500	0	0	0	-1	4960	4960	-1	38	38	-1	347	347	-1	10	10	-1	170	170	-1	t < 800 ms	497	99	800 ms < t < 1200 ms	0	0	t > 1200 ms	3	0	failed	0	0	0	0	-1server init	1	1	0	10	10	-1	10	10	-1	10	10	-1	0	0	-1	10	10	-1	10	10	-1	t < 800 ms	1	100	800 ms < t < 1200 ms	0	0	t > 1200 ms	0	0	failed	0	0	0	0	-1
